audio	sentence	native_lang
14_7134_1_142_02_211112-113440_bem_5da_elicit_0.wav	Bushe uyu umulumendo nomukashana balume nabakashi?	toi
31_4372_1_312_02_211110-174331_bem_83a_elicit_0.wav	Mukwenda kwakwe nankotamisha sana panshi nabika nokuboko ku numa.	
27_3268_0_271_01_211110-235315_bem_e72_elicit_0.wav	Abantu babili balikuncito ba lebomba.	leh
14_7043_1_142_02_211111-110422_bem_5da_elicit_0.wav	Cileemoneka kwati uyu mwana acila afwako banina ukuwamya pamutenge.	toi
17_7857_1_172_02_211110-023809_bem_e94_elicit_0.wav	Bushe mucende umo uyu shi tata ale ensesha incinga nimwi?	nya
18_11988_0_181_01_211113-184708_bem_5da_elicit_0.wav	Umulumendo aleyangala pamenshi,naikata nakucintu cimo icilemudonsa.	toi
16_7652_2_161_01_211109-140650_bem_74d_elicit_1.wav	kafwile kali temwa ukulya saana aka akamwana elokacenjela	toi
12_2978_0_121_01_211101-054601_bem_bd6_elicit_0.wav	umulumendo alepika umunankwe mu bwangalo bwa hockey	lam
21_1752_0_211_01_211112-100115_bem_83a_elicit_0.wav	na mayo na shitata abasungu nabeminina mupepi ne cimuti ca pangwa ico babomfya ukusefya icaka ku kukopwa icikope	
34_5056_4_341_01_211113-215744_bem_004_elicit_2.wav	Kuntashi yabo kuli umuntu nafwala icisote.	nbl
12_6747_4_121_01_211107-073014_bem_9ed_elicit_2.wav	Kumbali kwa musebo kuli ifimuti 	nya
14_7148_1_142_02_211112-115220_bem_5da_elicit_0.wav	Bushe ifi ifilambu bamupele abafyashi bakwe pabushiku bwa Christmas?	toi
22_1991_3_222_02_211108-173503_bem_004_elicit_1.wav	Umuntu umo naikata paka mupando kamo	nbl
17_7846_2_171_01_211109-113803_bem_947_elicit_1.wav	Awe ndemona kwati amapepala nayalepuka akale bena bale angashafye.	toi
7_1677_4_71_01_170101-212831_bem_74d_elicit_2.wav	awe cacine, elo cisuma ukutwala abana mukwangala nga uku bali aba, bakula kula abasalapuka.	toi
13_6960_2_131_01_211031-151647_bem_9ed_elicit_1.wav	Ici cintu alimo cilemoneka kwati eco babomfya mukutapula imicanga nangula ifisoso	nya
17_7838_2_171_01_211109-112039_bem_947_elicit_1.wav	Cipalile kwati umwana alina umwenso.	toi
7_1538_0_71_01_170101-202910_bem_74d_elicit_0.wav	namayo uwamushishi wakashikila afwele icampepo cafita, naikata nakanya.	toi
7_1522_0_71_01_170101-181047_bem_74d_elicit_0.wav	umwaume na nafwala itoloshi ilya makumbimakumbi naikala panshi na umwanakashi afwele akashati kabuta bali nembwa yabo	toi
7_1569_4_71_01_170101-234350_bem_74d_elicit_2.wav	kanshi kulalangulukafye pafyo aleesha ukucita uyu muntu	toi
13_6845_2_131_01_211029-212727_bem_9ed_elicit_1.wav	Bafwile beshile muku samba mufi menshi bekala mupepi na umumana uyu	nya
31_4334_1_312_02_211110-131830_bem_83a_elicit_0.wav	Cilemoneka aletushako lintu talatwalilia ubulendo  bwakwe pantu nakwata ne chola.	
31_4404_3_312_02_211110-224151_bem_83a_elicit_1.wav	Cilemoneka nitulya utundeke tunono uto babomfya ukukopa ifikope lintu kalepupuka.	
32_4501_4_321_01_211111-221819_bem_e94_elicit_2.wav	Bafumine kumayanda yapusana kabili kuncende uku eko bakumanina abatemwa amangalo aya.	nya
17_7796_1_172_02_211109-130320_bem_e94_elicit_0.wav	Taata na maayo nabana abanono babili nabe minina.	nya
18_12016_4_181_01_211114-093441_bem_5da_elicit_2.wav	Ee boi ninshimona,nomba limbi nabena nabashimona ecilengele bemufumya naonse panse,alemonekakofye icakumulu.	toi
32_4628_2_321_01_211112-173233_bem_e94_elicit_1.wav	bushe aba abana balifye beeka?	nyj
27_9148_4_271_01_211113-215112_bem_f07_elicit_2.wav	Eya mukwayi,aba bantu cilemoneka kwati nabakwata efyo bacilacinta ngu kuli efyo balefwaya uku cinta	nya
17_7902_3_172_02_211110-144357_bem_e94_elicit_1.wav	Bushe ninshi incinga iya uyu umulumendo ilembelwepo icipendwa?	nya
27_3256_2_271_01_211110-224114_bem_e72_elicit_1.wav	Mumapili aleninika mulemoneka ukufuma icushi.	leh
32_4495_1_322_02_211110-192159_bem_947_elicit_0.wav	Bushe mulandunshi uyu umukashana alekopelwa ifi fikope?	toi
32_4576_4_321_01_211113-010903_bem_e94_elicit_2.wav	umo ale angalila pa mitanto	nya
27_9134_1_272_02_211113-181338_bem_b15_elicit_0.wav	Kunuma yabo bashitata kuli nama tayela elo bashitisha ayo babonfyapo akale.	leh
31_4309_1_312_02_211110-123706_bem_83a_elicit_0.wav	Aletolekela mu musebo ninshi tamuli bantu	
22_7859_1_222_02_211112-194219_bem_50c_elicit_0.wav	kulubali yakwe kuli umuntu umo	lam
22_7939_4_221_01_211113-011934_bem_004_elicit_2.wav	ku numa yakwe kule moneka aba lumendo babili	nbl
16_6415_2_161_01_220111-165604_bem_5da_elicit_1.wav	Bushe kuncende uku ali uyu shitata eshilefye eka?	toi
22_2121_4_221_01_211110-154609_bem_50c_elicit_2.wav	Kuli ne ng'anda kutali lutwe.	lam
18_12102_2_181_01_211114-160323_bem_5da_elicit_1.wav	elo bou kale namwenepo umuntu aleimyanga kuminwe,cilemoneka aciba nensala saana.	toi
18_12071_0_181_01_211114-132552_bem_5da_elicit_0.wav	Ifilubi ifyo babumba filecofa incinga,kunuma yafiko kuli nabantu abalepita mumusebo.	toi
21_1844_0_211_01_211112-145535_bem_83a_elicit_0.wav	abasungu babili umwaume no mwanakashi abalemoneka abaupana nabeminina ku mbali ya bemba balewamya fimo ifili.mu minwe yabo	
27_3298_1_272_02_211110-212344_bem_f07_elicit_0.wav	Cilemoneka kwati umulumendo nakwata umwele kukuboko.	nya
21_1748_0_211_01_211111-111033_bem_83a_elicit_0.wav	shitata umusungu nabika isembe paku beya kwakwe ninshi alemwetula	
34_5019_0_341_01_211113-180816_bem_004_elicit_0.wav	Abana be sikulu baletamba akalumendo kalepilauka mu muulu	nbl
34_5134_2_341_01_211114-135753_bem_50c_elicit_1.wav	Kunuma yakwe kuli namayo naba shitata nabeminina.	lam
17_7979_4_171_01_211110-100241_bem_947_elicit_2.wav	Cili nimucungulo namalaiti nayasanika ilyo imbwa ilebuka.	toi
12_6594_2_121_01_211105-134633_bem_9ed_elicit_1.wav	alelolesha ifintu ifisuma saana	nya
22_7798_4_221_01_211112-144950_bem_004_elicit_2.wav	kumbali yakuntashi kulemoneka imiti iyi tali	nbl
28_3518_4_281_01_211112-091925_bem_d8d_elicit_2.wav	cine elyo nakwata icabeka pa mpumi yakwe, nga filya bana mayo bamwenye babika.	leh
17_6640_3_172_02_220112-155346_bem_5da_elicit_1.wav	Bushe aya ema bumba ayakalipa sana eyo abantu batemwa muncende iyi?	toi
17_7778_1_172_02_211109-120515_bem_e94_elicit_0.wav	Aleenshya kabalwe pa caani naikata nentambo iipitile mumukoshi ya ka kabalwe.	nya
25_2805_2_251_01_211109-205840_bem_5da_elicit_1.wav	Nishishine mukwai, shacisa mukololoka noku sansamuka nga ulupwa.	toi
28_3457_4_281_01_211111-145546_bem_d8d_elicit_2.wav	aba bakemba bonse balemoneka kwati nabafwla ama shati yabuta.	leh
32_4616_4_321_01_211112-170619_bem_e94_elicit_2.wav	Awe bafwile bali na abafyashi babo pantu uyu umwana umwanakashi teeti alele umwana eeka	nyj
1_136_2_11_01_211031-122013_bem_cc3_elicit_1.wav	Ninshita yabushiku kuli umwafita	toi
16_7709_0_161_01_211109-165558_bem_74d_elicit_0.wav	imbwa iyakashikila naiminina mucibansa.	toi
22_7905_0_221_01_211113-003117_bem_004_elicit_0.wav	mu lumendo na iminina pa cani	nbl
28_9427_2_281_01_220111-095923_bem_94f_elicit_1.wav	Kunuma kule moneka ishitima, katwishi nga naiminina nangula ile enda	ngo
32_4544_2_321_01_211112-002913_bem_e94_elicit_1.wav	Aba abantu balemoneka nakalimo balangala amangalo aya kusamba insamfi.	nya
27_3332_4_271_01_211110-201931_bem_0cc_elicit_2.wav	Awe tabalemoneka ukunaka ngakuli uwinganaka apa bali kutiaba uleensha icimbayambaya.	leh
32_4664_4_321_01_211112-202308_bem_e94_elicit_2.wav	Ehee kabili kuli umuntu umbi ule mulandishya akobomfya iminwe pakulanda	nya
16_7512_2_161_01_170101-055242_bem_74d_elicit_1.wav	ngefyofine ulandile shileangagala	toi
2_382_1_22_02_211026-155516_bem_2a5_elicit_0.wav	Ifyani filemoneka iya cekwa nokusungwa bwino, kabili ica emba.	
32_4489_0_321_01_211111-173226_bem_e94_elicit_0.wav	Icimbaya mbaya icabuta cile enda mumicanga	nya
12_2944_0_121_01_211031-190209_bem_bd6_elicit_0.wav	umulumendo naiminina pelibwe	lam
2_434_3_22_02_211026-172916_bem_2a5_elicit_1.wav	Imbwa nalimo kuli ico ilebutuka icilengele yumfwe umwenso.	
27_9133_2_271_01_211113-213104_bem_f07_elicit_1.wav	Ninshi aba bamayo balefwaya ukulya porridge.	nya
27_9112_2_271_01_211113-205936_bem_f07_elicit_1.wav	Elyo kutanshi yakwe kuli icikulwa.	nya
16_6444_2_161_01_220111-175109_bem_5da_elicit_1.wav	Imbwa iyi naikwata nomushipi mumukoshi.	toi
34_4990_0_341_01_211113-164655_bem_004_elicit_0.wav	Kapindula aleita aba makwebo yakwe.	nbl
28_3655_0_281_01_211112-210149_bem_d8d_elicit_0.wav	shitata wabuta inkanda naikala mumupando wamwi shitima, ali mupepi ne window.	leh
17_7992_3_172_02_211111-103218_bem_e94_elicit_1.wav	Nipamulandu nshi shilebutukila intunga imo?	nya
7_1565_2_71_01_170101-233248_bem_74d_elicit_1.wav	aba abanakashi babili balemoneka kwati bale pwisha icitendwe eco basangilwe uku kuncende yamenshi	toi
27_3248_4_271_01_211110-130930_bem_e72_elicit_2.wav	Na saanafye emo alelolesha mukati cifwile muli umunankwe nipanganda pamwabo, pantu kuli ifyakufwala kutushimbi ashintilileko.	leh
21_1890_0_211_01_211112-230154_bem_83a_elicit_0.wav	imbwa naiminina apalemoneka epo ikala ninshi kunuma yaiko kuli ichimbayambaya ca katapa katapa	
12_6699_4_121_01_211106-091201_bem_9ed_elicit_2.wav	Naikakwata umushipe mumukoshi	nya
13_6797_4_131_01_211028-142416_bem_9ed_elicit_2.wav	Aka kantu kaku fwala kumoolu.	nya
31_4292_3_312_02_211110-114918_bem_83a_elicit_1.wav	Cine cine ili kucifulo cisuma.	
34_10742_4_341_01_220120-141928_bem_1e5_elicit_2.wav	kuli iyi incende kuli ifikopa,ifyela elyo ne fimuti cilemoneka kwati nimucifulo ba sungila ifintu ifyalekanalekana	bmb
28_3617_2_281_01_211112-194433_bem_d8d_elicit_1.wav	elyo mumbali yamumana katwishi nga pamumana pene pali icikulwa ica fitulukila.	leh
31_4298_1_312_02_211110-115500_bem_83a_elicit_0.wav	Nafwala akakuicingilila pakanwa elyo nefya kubika ku matwi fili mumukoshi wakwe.	
16_7522_0_161_01_170101-062542_bem_74d_elicit_0.wav	uyu umulumendo alemoneka kwati aleangalila muli snow ayi	toi
22_1968_1_222_02_211108-134108_bem_004_elicit_0.wav	Mupeepi yakwe kuli imbeketi nama nkomaki.	nbl
12_2846_4_121_01_211031-033020_bem_bd6_elicit_2.wav	nakafwala ne laya Iya makumbi makumbi	lam
28_3665_4_281_01_211112-211435_bem_d8d_elicit_2.wav	balemoneka abaipekanya, ico naba kwata utu fyola nefya akufwala ifya akaba.	leh
22_2173_0_221_01_211111-061626_bem_50c_elicit_0.wav	Umulumendo ale kunlukusha ici bala ne cinga naba shika pachimuti	lam
34_5167_0_341_01_211114-153817_bem_50c_elicit_0.wav	umulumendo aletoloka pabulo	lam
18_12099_0_181_01_211114-154241_bem_5da_elicit_0.wav	Nakulu bantu umo natantika ifyakulya ifyapusana pusana aleshitisha.	toi
22_2119_2_221_01_211110-154004_bem_50c_elicit_1.wav	Ku numa ya mulumendo kuli ama lupili yambi	lam
22_7713_0_221_01_211112-075016_bem_004_elicit_0.wav	Umukashana ale yangala mupila	nbl
25_2771_2_251_01_211109-165823_bem_5da_elicit_1.wav	Cilemoneka teshibe ati nakafuma, alemoneka ukuba busy nefyo alecita.	toi
29_9682_1_292_02_220114-213105_bem_84b_elicit_0.wav	Ale lungisha itaila ilya ncinga na yonaika, bushe kutali aleya?	ngo
17_6684_1_172_02_220112-181944_bem_5da_elicit_0.wav	Bushe finshi filecitika kuncende iyi? Abantu balemoneka ukufula sana.	toi
27_9179_1_272_02_211113-193535_bem_b15_elicit_0.wav	Ici tacilemoneka ngacilya icamu menshi iyo, ici nicilya iciba kwati mung'anda.	leh
14_7165_3_142_02_211112-131131_bem_5da_elicit_1.wav	Ninshi panse napatalala sana muno cungulo bushiku?	toi
18_12069_2_181_01_211114-132044_bem_5da_elicit_1.wav	Cishinka ico boi,abana balomfwisha bwino ngabaleyangala ubusaka saana .	toi
21_1726_4_211_01_211111-101502_bem_83a_elicit_2.wav	ca cine ibumba lyonse fye balemoneka balitemwa noku cetekela sana bashi mafumu bantu baletungilila ukulingana nefi pampa bakwete.	
14_7095_1_142_02_211112-005818_bem_5da_elicit_0.wav	Bushe umulumendo uyu euletungulula abana bonse abele mukusambilila ukukwela kucibumba?	toi
12_6544_4_121_01_211105-102443_bem_9ed_elicit_2.wav	Fishinka mwalanda, palemoneka nabawamya saana	nya
7_5302_1_72_02_170101-040928_bem_74d_elicit_0.wav	umo uutolweke afwele ifyakufwala ifya makumbi makumbi.	toi
21_1771_2_211_01_211112-103819_bem_83a_elicit_1.wav	nalyo line bali abacincila mumibombele yabo chilemoenka inyanji balepanga yamukwangufyana	
7_1611_4_71_01_170101-055340_bem_74d_elicit_2.wav	eloincende iyi ilemonekafye iyabusaka, abene icalo ici baliposako amano.	toi
31_4226_3_312_02_211110-100226_bem_83a_elicit_1.wav	Balomfwana saana ne mbwa shakwe shalimutemwa.	
28_9442_4_281_01_220111-101433_bem_94f_elicit_2.wav	Cifwile nabemya ifya ku shitisha.	ngo
18_11997_2_181_01_211113-192413_bem_5da_elicit_1.wav	Ee boi,bashitaata balanaka saana ulu ulwakwenda enda,kanshi ngabashukila apakuti baikala kulaumfwakofye iminkonono.	toi
29_9607_3_292_02_220114-172735_bem_84b_elicit_1.wav	Cifwile na bashe ilaiti, elyo baambo ukuba kopa.	ngo
28_3476_2_281_01_211111-152434_bem_d8d_elicit_1.wav	kasunga wacipanda nafilwa uku wikata uyu mupila	leh
13_3028_1_132_02_211024-110723_bem_9ed_elicit_0.wav	Kulemoneka kwati nakutalala saana. Pantu pali menshi makâsa iyingi.	nya
16_7573_2_161_01_170101-091513_bem_74d_elicit_1.wav	awe nishi abasungu balitemwa ukucilisha?	toi
18_12113_2_181_01_211114-164804_bem_5da_elicit_1.wav	Ee boi akakopo kalya muminwe kalemoneka kwati kakufuminisha,ndesubila kali nabakalamba.	toi
17_7774_1_172_02_211109-113310_bem_e94_elicit_0.wav	Ee nakaka nemishishi kabili nafwala nefifwalo ifya kusambilamo insamfi.	nyj
7_1702_0_71_01_170102-000212_bem_74d_elicit_0.wav	imbwa ishabuta shili pakamana shilenwa amenshi.	toi
27_3316_0_271_01_211110-182002_bem_0cc_elicit_0.wav	Banamayo batata nomwana umo nabekala panshi lulya banamayo balelyashika.	leh
17_7773_4_171_01_211109-052652_bem_947_elicit_2.wav	Ee pantu naibutukisha kwati pali abaitile atemwa pali uko ilebutukila.	toi
18_12054_0_181_01_211114-122144_bem_5da_elicit_0.wav	Shitaata umo nanamayo wakwe baleyenda nabekatana napa kuboko,kunuma yabo kuleisa nabanamayo babili baleshimika.	toi
33_4738_1_332_02_211109-144205_bem_b14_elicit_0.wav	Incende bekelepo naikwata ifintu ifingi ifili panshi nsalensale	nse
13_3113_3_132_02_211024-202531_bem_9ed_elicit_1.wav	Alemoneka mukali saana tapona pona. Eco talefwalila icimpompo nafimbi ifyakuicingilila	nya
28_3474_2_281_01_211111-152135_bem_d8d_elicit_1.wav	"kwena kuntanshi yakwe kuli icipampa nefilembo filetila"" friends cycle"" ifilembelwe Mwilangi lya mutuntula."	leh
34_5146_2_341_01_211114-143426_bem_50c_elicit_1.wav	Umulumendo umo alebika iloba mu cibaala.	lam
33_4936_0_331_01_211111-000812_bem_c25_elicit_0.wav	Bakapokola batatu  no mwanakashi umo uwa nkanda iya buuta  nabeminina pa ncende ya panse mupepi na motoka	nse
33_4894_1_332_02_211110-140325_bem_b14_elicit_0.wav	Ku cibumba kuli icilengwa icikulu ica ma linga aya pusana-pusana.	nse
27_9033_2_271_01_211113-132020_bem_f07_elicit_1.wav	cilemoneka kwati ni suit ne toloshi afwele.	nya
27_9050_0_271_01_211113-134340_bem_f07_elicit_0.wav	Mulumendo nayikala alelya ifyakulwa pa tebulo.	nya
21_1750_0_211_01_211111-111304_bem_83a_elicit_0.wav	bashi tata babili umo uwa fita inkanda balepanga ifyakulya ifyo bapangila muchitofu	
32_4685_2_321_01_211112-230219_bem_e94_elicit_1.wav	cimbaya mbaya ico babomfya kumacito ayapusana pusana	nya
27_3260_1_272_02_211110-190932_bem_f07_elicit_0.wav	Elo uyu umwana ali nabafyashi.	nya
21_1906_2_211_01_211112-233606_bem_83a_elicit_1.wav	kwena ilebutuka kwati kuli ifyo ilepepeka mu panga ili	
16_6245_4_161_01_220110-143358_bem_5da_elicit_2.wav	Awe kwena cilemoneka kwati bacifuma ati bololeko amolu nomba nabanaka ekwikalako apa.	tog
17_6508_1_172_02_220112-114531_bem_5da_elicit_0.wav	Muncende umu mulemoneka umwa fita.	toi
18_12135_4_181_01_211114-224929_bem_5da_elicit_2.wav	Ii imfula iloka umusangu uyu nangu wingaifimba shani ukubomba kwena ufwilefye wabomba.	toi
22_2123_1_222_02_211110-073649_bem_004_elicit_0.wav	Imo yali fita  imba ya fitulukila	nbl
29_9483_1_292_02_220111-141428_bem_94f_elicit_0.wav	Cipalile mupepi kuli amenshi ale fwayo uku samba	ngo
7_5363_3_72_02_170101-070711_bem_74d_elicit_1.wav	kunuma yabo Kuli na ifimuti ifya katapa katapa.	toi
33_4808_1_332_02_211109-221526_bem_b14_elicit_0.wav	Imbwa imo iili ku kulyo nayimya umucila waiko mu mulu	nse
13_3106_3_132_02_211024-195821_bem_9ed_elicit_1.wav	Limbi alelolela abanankwe kuti bambe ukuteyo mupila	nya
7_1629_2_71_01_170101-173134_bem_74d_elicit_1.wav	capala kwati shilecimfyanya ulubilo.	toi
34_5187_1_342_02_211114-152750_bem_004_elicit_0.wav	nafwala ishati ilya fiita nelaya lyakashika	nbl
33_4781_2_331_01_211109-183825_bem_c25_elicit_1.wav	kabili aba abakolochi abeminine balemoneka kwati balikwata icifulo icikulu mu chalo cabo pamo ngabukateka	nse
18_11985_4_181_01_211113-182644_bem_5da_elicit_2.wav	Wansekesha saana boi,teti twishibe limbi kuti caba nifyofine,lelo ifyumfwisha bwino umuntu fyalifula.	toi
17_7916_1_172_02_211110-152646_bem_e94_elicit_0.wav	Nabakwata ifilimba ifyapusana pusana ifyo balelishya.	nya
12_2764_2_121_01_211025-094600_bem_bd6_elicit_1.wav	lubali lwalupili kuli amabwe ayengi	lam
1_69_4_11_01_211030-103757_bem_cc3_elicit_2.wav	alifye kumbali yamulamba elyo ali nanyanta pacintu	toi
17_6467_1_172_02_220112-003533_bem_5da_elicit_0.wav	Kuncende uku kulemoneka kwati balecimfyanya mumibutukile.	toi
28_3473_0_281_01_211111-152010_bem_d8d_elicit_0.wav	imbwa yafita kumutwe nakunuma elyo yabuta pamukoshi nayiminina palupili lwa snow.	leh
22_2156_3_222_02_211110-091634_bem_004_elicit_1.wav	Umwana naba muposa mumulu kuti aleke ukulila.	nbl
21_1739_4_211_01_211111-105134_bem_83a_elicit_2.wav	kwena kuti caba ngefyo fine musosele abashilika bafuna ku fyabo fimbi balatuma ukuya mukusopa umutende mu fyalo mwaba inkondo	
1_3967_3_12_02_211104-153807_bem_2a5_elicit_1.wav	bushe kuli abantu nangula imbwa shimbi ukucila Pali ishi	
16_7693_4_161_01_211109-135343_bem_74d_elicit_2.wav	Ee kwena naine namona, awe ukukuntu kusuma ukwakweba ati balafolesha naifyakuflya.	toi
18_12034_0_181_01_211114-110309_bem_5da_elicit_0.wav	Akamwaice kali panse kalelanda nomwaice munankwe uuli mu ng'anda.	toi
31_4212_3_312_02_211109-152747_bem_83a_elicit_1.wav	Chilemoneka beshile mukubelenga ifitabo balatemwa ukubelenga.	
33_4932_4_331_01_211110-235846_bem_c25_elicit_2.wav	Kumbali ya musebo kuli ifimuti ifingi ifyakatapa katapa	nse
22_2123_2_221_01_211110-200010_bem_50c_elicit_1.wav	Cilemoneka shile yangala	lam
33_4918_2_331_01_211110-232453_bem_c25_elicit_1.wav	Kabili naiminina pa kantu aka kwangalilapo pa menshi elyo kabili pali ku ntambo ekete kuminwe	nse
21_1816_0_211_01_211112-121012_bem_83a_elicit_0.wav	abacaice ikumi abasungu baleowa kucikulwa cakucifyanishishamo ubwangalo bwa kowa ninshi nabaishunguluka abene	
13_3224_1_132_02_211025-212500_bem_9ed_elicit_0.wav	Aleemoneka aleecitapo akafasho. Aliishibisha ifya kwangasha utu jinga.	nya
34_5073_2_341_01_211113-224908_bem_004_elicit_1.wav	Ubwato bwali kashika panse	nbl
16_6350_2_161_01_220111-120552_bem_5da_elicit_1.wav	Kwena abana aba balelwila ukucimfya kwa mabumba aya pusana pusana.	toi
7_5290_1_72_02_211027-161110_bem_74d_elicit_0.wav	uyu shikulu nafwala na icaketi na itoloshi ilya makumbi makumbi mukati muli ishati ilyabuuta.	toi
33_4790_2_331_01_211109-190143_bem_c25_elicit_1.wav	iyi mbwa ilebosa lintu ilebutuka kabili cilemoneka kwati ilepepeka cimo	nse
27_3261_0_271_01_211110-233926_bem_e72_elicit_0.wav	Aka mwana kanakashi kaleangalila  pamusebo keka.	leh
17_7882_1_172_02_211110-115509_bem_e94_elicit_0.wav	Tafwele iciliconse kumulu wamubili ale enda fye necifuba panse.	nya
27_3357_0_271_01_211111-124612_bem_e6d_elicit_0.wav	Ibumba lyabantu nabekala mufipuna kuntanshi yacikulwa	leh
22_7782_2_221_01_211112-134748_bem_004_elicit_1.wav	ku muntwe yakwe kuli utu botolo	nbl
32_4586_2_321_01_211113-012600_bem_e94_elicit_1.wav	bushe mangalo yamusangonshi shani bashitata bale angala	nya
27_3444_0_271_01_211111-204645_bem_e72_elicit_0.wav	Banamayo babili baleenda bamo baleafwa abanabo ukukwela pamulu	leh
34_5176_3_342_02_211114-151312_bem_004_elicit_1.wav	kuli ico balelolesha ku lubali lwabo	nbl
17_6456_3_172_02_220112-002043_bem_5da_elicit_1.wav	Namayo nakwata amaluba mumukoshi elo nafimbana necitambala ca buta kumutwe napakanwa.	toi
19_1415_1_192_02_211110-170424_bem_d8d_elicit_0.wav	incinga shabo nashikwata ama langi yalekana lekana.	leh
33_4875_4_331_01_211110-211728_bem_c25_elicit_2.wav	Uyu umulumendo nafwala na kasote kumutwe namwentula nganshi, icilepilibula ati naumfwa bwino ukuba kuli iyi ncende.	nse
14_7215_3_142_02_211112-150414_bem_5da_elicit_1.wav	Bushe kanshi finshi bamucitile cinshi alebabutukila kanshi?	toi
18_12057_0_181_01_211114-123104_bem_5da_elicit_0.wav	Ibumba lyabantu nalilongana lilelisha imitolilo.	toi
28_9316_4_281_01_220109-111128_bem_94f_elicit_2.wav	Nangula elyo be shile uku kuncende abantu bambi tabala fika.	ngo
