audio	sentence	native_lang
4_4702_0_41_01_211031-105053_bem_5a5_elicit_0.wav	Imbwa aya onda iya kwata umucila unono na imya amalo yakuntashi.	bem
38_6108_1_382_02_211112-223724_bem_f12_elicit_0.wav	Bushe mangalo ya musango nshi ayasangwa muli ishi incende?	bem
29_3761_0_291_01_211114-101159_bem_433_elicit_0.wav	Abakashana babili balefwaya ukuculuka umusebo,mumbali yamusebo uyuwinda.e muli na cinkupiti wabantu aleen	bem
31_4205_0_311_01_211108-174511_bem_85e_elicit_0.wav	Umukashana uyu alembombela mundeke.	bem
12401_1_02_211029-205227_bem_142_elicit_0.wav	Cishinka sana ilebuta cipalile ukutila kulim ifyo ilepepeka kabili naicensa naku kanwa ala napo ilebutukila palemoneka bwino.	bem
24_2536_2_241_01_211110-103212_bem_150_elicit_1.wav	Kunuma ya mwaiche wikele pachani kubelele ulupango.	bem
15_7314_3_152_02_211030-105144_bem_8cc_elicit_1.wav	Ilyo baleenda baleemoneka kwati baleelanshanya.	bem
37_11556_4_371_01_211113-205647_bem_5bb_elicit_2.wav	mumutenge wacikulwa muli amalaiti nokwaka nayaka	bem
17_6514_0_171_01_220111-210052_bem_9fd_elicit_0.wav	Shi tata na namayo balenda mucibansa.	bem
14_3296_3_142_02_211029-175617_bem_743_elicit_1.wav	Cinkupiti wabantu ali uwasansamuka ukutamba abalecimfyana.	bem
26_8949_2_261_01_211112-063228_bem_8f1_elicit_1.wav	Pale moneka kwati nipalya bapingwila imilandu sha bantu.	bem
14_3385_0_141_01_211105-030451_bem_ebf_elicit_0.wav	Umuntu ali panshinga mumpanga.	bem
30_9865_0_301_01_220122-142503_bem_c25_elicit_0.wav	Banamaayo babili balefumya ulupiya pali cimashini.	bem
38_6050_3_382_02_211112-173540_bem_ba5_elicit_1.wav	Umwine umukashana taposeleko naamano, aleyafye uko emine.	bem
34_10865_0_341_01_220128-210024_bem_d0b_elicit_0.wav	Abaice batatu baleyangala chapamo umo nafwala na akasote nakaputula iya makumbimakumbi.	bem
19_7070_4_191_01_220118-113121_bem_524_elicit_2.wav	Kunumayabo kuli abantu abaletamba	bem
38_11813_3_382_02_211114-160223_bem_f12_elicit_1.wav	Elyo ici icikuulwa cilemoneka kwati bapangila ifilolani fyeka fyeka.	bem
29_3866_4_291_01_211114-185756_bem_433_elicit_2.wav	Ee boi kwena imifwalile yabo ilepalako kuli ifyofine,elyo cilapala kwati balelanda napamakwebo yali mwituka ili kunuma yabo.	bem
20_1532_3_202_02_211112-185614_bem_654_elicit_1.wav	ico cacine mune nomba iyi yena awe limbi fintu amalangi yaikala kuli iyi imbwa	bem
33_10669_0_331_01_220325-064711_bem_c25_elicit_0.wav	Abana abanakashi abanono babili abakwata inkanda iya buuta nabeminina shilili	bem
38_11896_0_381_01_211114-173735_bem_ba5_elicit_0.wav	Ibumba ilya baume mufyakufwala fya mutuntula mutuntula, baleiminika ubwato, kumbali ya mumana.	bem
5_1075_0_51_01_211101-215021_bem_e3a_elicit_0.wav	Abaume babili bali kucimana.	bem
617_4_01_211005-112300_bem_dcc_elicit_2.wav	Elyo ali nomunankwe naumbi uuli pantashi yakwe uuleteya icangalo cimo cine necho aleteya.	bem
37_11583_0_371_01_211114-062115_bem_5bb_elicit_0.wav	shikulu bantu naikalako pakamupando nabika naka chola panshi	bem
19_6992_2_191_01_220117-211518_bem_524_elicit_1.wav	Apantu alepita pali bashitaata abo abekeloko nabafwala ishati ilya katapa katapa	bem
29_3913_4_291_01_211114-234918_bem_433_elicit_2.wav	Elo kuli iine ncende kulemoneka ifimuti ifyafunda nganshi,aba bantu balemoneka baikalila mupepi na impanga.	bem
17_6697_4_171_01_220115-103205_bem_9fd_elicit_2.wav	Emukwai kwena epo pene, palemoneka paliba abantu abengi sana abesa mukusambilila.	bem
14_7245_2_141_01_211112-150815_bem_f08_elicit_1.wav	Emukwai umukashana na umulumendo batemwikwa kanshi elo bamonanapo ukufuma inshita itali.	bem
30_4159_4_301_01_211110-185353_bem_654_elicit_2.wav	Awe cacine ifyakufwala afwele nafimuwamina.	bem
18_6933_3_182_02_220117-154831_bem_5bb_elicit_1.wav	Panuma yaka caketi nabalembapo ati preventive icilelola mukuti ukulesha.	bem
38_11798_2_381_01_211114-152131_bem_ba5_elicit_1.wav	Limbi kuti paba ni pamaca elyo baleipekanya ukuya pamumana.	bem
39_1098_3_392_02_211118-090817_bem_1e5_elicit_1.wav	ishimbwa nashilolenkana ,nashisuma iyuku neinankwe uku kukasalu akelangi lyabuta cilemoneka kwati shonse shile lwila ukusenda nangula ukupoka aka kasalu kabuta	bem
1_7_3_12_02_211025-211611_bem_d90_elicit_1.wav	Mulandunshi afwalile icimpompo?	bem
29_3941_4_291_01_211114-225656_bem_433_elicit_2.wav	Ee boi walungika kanshi caliwama ngaulefwaya ukusansamuka wakwata na umwakupelela.	bem
31_10059_1_312_02_220128-203655_bem_eb0_elicit_0.wav	Bushe nikwisa uyuwine umuntu aleangalila ne mbwa yakwe?	bem
30_4126_2_301_01_211110-142031_bem_654_elicit_1.wav	Elyo bafwile bantu ba kanshiwa pantu tacilomoneka icayanguka ukushana na insapato shama wilo.	bem
13_3168_4_131_01_211108-073337_bem_8cc_elicit_2.wav	Nangu akanama olo umuntu ifyo fine	bem
21_7471_4_211_01_220115-203339_bem_665_elicit_2.wav	Kali ngakalebutukila kumulundu ilyo kuleisa ipofu lya menshi kunuma yakako.	bem
36_11268_3_362_02_220127-213656_bem_57f_elicit_1.wav	cimo ico uwacaice umo ekete cilemoneka kwati nalimo cinama iciiswile kanwa kabili file-aka sana	bem
21_7587_3_212_02_220115-141039_bem_62a_elicit_1.wav	Limbi efyo baumfwana ukuti umo ewakupekanya ifyakulya fyabonse cilabushiku	bem
1_140_3_12_02_211027-093928_bem_d90_elicit_1.wav	Bushe ninshi filecitika?	bem
14_3283_4_141_01_211103-204033_bem_ebf_elicit_2.wav	Ing'ombe nashpusana amalangi.	bem
18_8063_3_182_02_211108-200114_bem_433_elicit_1.wav	Kumbali yamukasha uyu kuli icimuti icikulu bushe teti ayumeko umuntwe ngacakweba ati apilibuka namaka saana?	bem
37_5888_4_371_01_211112-135526_bem_5bb_elicit_2.wav	Kuminwe naikatilila kuntambo shafita. Ishintambo shilemwafwilishako ukweba ati epona nangula ukusendwa namabimbi ayali namaka.	bem
31_4225_2_311_01_211109-202817_bem_85e_elicit_1.wav	Elyo akwete insalu shaku calo cakwe shibili, bushe taleshitishafye?	bem
14_3359_2_141_01_211104-225134_bem_ebf_elicit_1.wav	Balimuchikulwa umusangwa ifikope ilingiline musangwa ifikope ifyabantu abaishikwa saana.	bem
31_10034_0_311_01_220130-033739_bem_c25_elicit_0.wav	Muli ici icikulwa icikalamba muli amatebulo  ayakalamba nefipuna fyakwikalapo.	bem
4_908_4_41_01_211026-163732_bem_5a5_elicit_2.wav	Emukwai nifyofine, nelyo umu mu studio mulu abalemu tamba uyu kemba was nyi bo	bem
20_1496_4_201_01_211110-144832_bem_dbf_elicit_2.wav	cacine mune, limbi nico ena ali eka eco aleumfwisisha uluse	bem
12386_0_01_211029-194005_bem_dcc_elicit_0.wav	Bashitata bali pa mulimo elyo na kabili nabafwala ifyakufwala ifya kubombelamo. Bushe naumona ifyo balemoneka kabili naumona ne ncende?	bem
15_7460_4_151_01_211027-143144_bem_9ff_elicit_2.wav	nalimo alefwaya ukupilibuka pakwikila panshi	bem
29_3864_0_291_01_211114-190248_bem_433_elicit_0.wav	Abalumendo babili bali mubwato,umo naikala elyo umo naiminina aleoba ubwato.	bem
28_3662_3_282_02_211111-185904_bem_665_elicit_1.wav	Mupepi na icikope kuli namayo wankanda yabuta kabili uwamushishi wafita, elyo na shitata luba lwakwe.	bem
4_4706_1_42_02_211031-162509_bem_5a5_elicit_0.wav	Aba balumendo babili naba fwala nama galashi kumenso yabo.	bem
24_2452_0_241_01_211109-191744_bem_150_elicit_0.wav	Abantu nabekala mumbali yetebulo, umo umwanakashi alelolesha pali kapu, umo umwaume alesonta kumulu, umbi alebika ifyakulya mukanwa, ufwele inkoloko alepukuta ku kanwa elo bambi balelolesha petebulo apali ifyakulya.	bem
24_2542_0_241_01_211110-104022_bem_150_elicit_0.wav	Imbwa ya buta namabala ya fita ilepepeka ekobaikakile kuntambo.	bem
26_8892_1_262_02_211112-120322_bem_dcc_elicit_0.wav	Uyu muntu alishiba ukwensha pantu ala tikakuponya bubi saana aka kantu aleyesha umusango uyu.	bem
9_5933_3_92_02_211028-235355_bem_ebf_elicit_1.wav	Kwena ikalamba saana pantu ameenshi yalepita na maka, elyo nayakwata na mabimbi ayengi.	bem
2_4073_0_21_01_211031-111551_bem_2a5_elicit_0.wav	Umwanakashi ali ku ncende ukupalile ku lubali lwa lubemba, nafwala nakaputula ya koowelamo.	bem
11_6261_2_111_01_211028-024504_bem_1e5_elicit_1.wav	Pantu kucifulo bali kwalitalaala icine cine emulandu bonse bafwalile ifyampepo elyo nafyakufwala fyakaba sana.	bem
31_9993_3_312_02_220128-180234_bem_eb0_elicit_1.wav	Bushe nifinshi ifyo uyu umulumendo umwaice uulefuma mwibumba alecita?	bem
7_5443_0_71_01_211105-055529_bem_1e5_elicit_0.wav	umuntu naikata incinga ali mulwelele	bem
7_1643_3_72_02_211031-125857_bem_40e_elicit_1.wav	cilemoneka alefwaya engishe umupila mucipanda cakupanga namabotolo	bem
24_2556_2_241_01_211110-110718_bem_150_elicit_1.wav	Shitata uwipipepo pali babili bashitata afwele amagalashi.	bem
169_0_01_210928-131107_bem_dcc_elicit_0.wav	Abantu nabaya mukusefya mukati ka musumba.	bem
21_7499_3_212_02_220115-124154_bem_62a_elicit_1.wav	iciine nabafula, akamwana alepenta kalikwata imishishi ishitali Isha fita	bem
2_486_2_21_01_211026-082020_bem_cee_elicit_1.wav	Bonsefye bafwele amakaputula ayo nalimo baleya teyelamo umpila.	bem
29_9482_4_291_01_220112-152659_bem_9ff_elicit_2.wav	Ku muulu nako takuli amakumbi iyo kulemoneka fye makumbi makumbi.	bem
2_4092_0_21_01_211031-140749_bem_2a5_elicit_0.wav	Umwaume ali pa menshi ya lu bemba aleeleela.	bem
6_5076_3_62_02_211031-045907_bem_53e_elicit_1.wav	imilolekeshe ya kuncende uku cili kwati abantu abengi baleyenda nokupunda ilyo baleyenda	bem
30_9941_2_301_01_220125-210326_bem_c25_elicit_1.wav	Aba abaume bali ikumi na bane elyo na bambi babili abalemwenenena  ubwangalo.	bem
34_10920_2_341_01_220129-093804_bem_d0b_elicit_1.wav	Umwana nafwala ishati lyamaluba-maluba na akantoloshi aka makumbi-makubi naikala napachakwangalilapo ichikwete amalangi yabili.	bem
37_5891_4_371_01_211112-140520_bem_5bb_elicit_2.wav	Cilemoneka ninshita yakasuba eco akasuba nakabalika elyo nefyoni fyapali bemba fileangalila mupepi necibwato.	bem
5_1130_4_51_01_211102-072100_bem_e3a_elicit_2.wav	Akabwa eko ekete umwanakashi kali akafiita elyo nakakwata nemishilwa ishabuuta.	bem
9_5950_3_92_02_211029-001856_bem_ebf_elicit_1.wav	Nga ku ncende ali kulemoneka shani?	bem
18_8017_1_182_02_211108-141516_bem_433_elicit_0.wav	Abantu bonse mwibumba baletota, cilemoneka kwati nabasekalamo sana pafyo uyu muntu alepilibausha icela cakwe.	bem
29_3843_2_291_01_211114-115516_bem_433_elicit_1.wav	walungika,ndemona ecilengele nokuti balecita kwati bwangalo baleengala pakuti kubantu cimoneke icawama bekana utupepala.	bem
2_4211_4_21_01_211102-123311_bem_2a5_elicit_2.wav	Icende ilemoneka iyasululukako panono kabili imbwa ili kwati ilelolesha fimo ku ntanshi.	bem
14_7179_2_141_01_211111-172248_bem_f08_elicit_1.wav	Emukwai cilemoneka kwati nibawishi bacifuluka sana umwana wabo.	bem
9_2147_0_91_01_211025-140729_bem_ebf_elicit_0.wav	umwana umukashana ali munshi yafimuti ifingi	bem
26_3048_4_261_01_211109-100219_bem_dcc_elicit_2.wav	Afwile pali ebo ali nabo alebalolela.	bem
10_6063_3_102_02_211101-200113_bem_ddd_elicit_1.wav	Aba abaume balelanga icishibisho kubantu	bem
12216_3_02_211021-145141_bem_142_elicit_1.wav	Apo kuncende kuntu bali imfula ileloka nabafwala ifya kuicinga  pakutila bebomba ku mfula elyo bambi balebomfya imyamfuli.	bem
35_10990_0_351_01_220118-085606_bem_ba5_elicit_0.wav	Umwana umunono uwabuuta inkanda naiminina alelolesha pamulu.	bem
15_3704_3_152_02_211023-160128_bem_9ff_elicit_1.wav	Kabili kuli na umukulu uwikele pa mupando.	bem
11_2515_0_111_01_211025-084149_bem_574_elicit_0.wav	Imbwa yabuuta nefibala fyabutulikila ilebutuka  ukulola kunshila imbi lelo imbwa yafitulukila yena naiminina ilelosha imbwa yabuuta.	bem
35_11191_3_352_02_220118-151052_bem_f12_elicit_1.wav	Elyo naco icimbayambaya cintu cafiita.	bem
12519_1_02_211102-092827_bem_dcc_elicit_0.wav	Nimbamona aba bantu pakati kabo paliko ne botolo nakalimo balenwa elyo aba bakele panshi bena baletayako ne cangalo	bem
37_11471_1_372_02_211113-152834_bem_aa2_elicit_0.wav	nabafwala na ifyampepo elyo umo ena nafwala na icisote kumutwe	bem
20_7342_4_201_01_220116-194615_bem_62a_elicit_2.wav	eya amangalo ayengi kulaba ukubutuka imbilo, uyu umukashana nafwala nensokoshi shakuminwe	bem
19_1234_4_191_01_211108-133034_bem_665_elicit_2.wav	Kwati kakopa wacikope ali kuntashi yakwe, elyo kamela kali muunshi yali panshi.	bem
5_4902_3_52_02_220125-210245_bem_574_elicit_1.wav	Kunuma yabo kuliko ilinga yama galashi elo na isumbo, nalimo fya ku cingilila abantu abesa muku tamba bakateya bale teya ubwangalo ubu.	bem
29_3836_2_291_01_211114-122104_bem_433_elicit_1.wav	Ee boi kumonafye na umwine ifyo alemoneka,temuntu wakweba ati kuti aleka umo alesangwa mulemoneka umwa fiko.	bem
30_9851_0_301_01_220122-093641_bem_c25_elicit_0.wav	Shikulu bantu umukoloci uwabuuta inkanda nalela akanya akali mwi taulo.	bem
10_6243_3_102_02_211102-153809_bem_ddd_elicit_1.wav	Bushe finshi baleecita no mwana pamusana.	bem
11_6270_3_112_02_211101-193120_bem_574_elicit_1.wav	Ee, nakwata shofolo iyakashikila kunshi nokwakwikatila, iyo alefumishako imfula ya buunga bunga pamushili.	bem
36_5595_1_362_02_211114-144741_bem_dbf_elicit_0.wav	Umulumendo nalolesha kunuma yakwe cilemoneka kuli abaisa pantu na mwentula	bem
38_11950_3_382_02_211114-194837_bem_f12_elicit_1.wav	Bamo abanto efyo baba. Kuti cilya mwalongana, elyo baibukisha ilyashi bashashimike.	bem
29_9548_4_291_01_220112-183916_bem_9ff_elicit_2.wav	Nalimo ababikilepo ici cola na ifisabo mufyashi umwanakashi uwa umu mu ng'anda.	bem
11_2511_2_111_01_211024-203820_bem_574_elicit_1.wav	Cileemoneka kwati nalimo pali ifyo shilefwaya mufilindi, kwati pali fimo ifyo shashikilepo mumushili.	bem
4_988_3_42_02_211027-004903_bem_5a5_elicit_1.wav	Ubu ubulalo kaili bwali pangwa nefishimbi, efyo ubu ubulalo bulemonekela ubwakosa	bem
12_2903_1_122_02_211106-073732_bem_e3a_elicit_0.wav	Aletoloka palupili	bem
24_2546_2_241_01_211110-104605_bem_150_elicit_1.wav	Ituka iyo alepitapo umulumendo iibelele munshi ya cikulwa icapentwa makumbi makumbi.	bem
12521_3_02_211102-131508_bem_dcc_elicit_1.wav	Kwena mune uku kwena kafwile fye kali no mwine ukulosha fye incende ifyo ilemoneka tailemoneka bwino ilemoneka iya fiko fiko kabili iyalamba.	bem
37_11491_0_371_01_211113-123734_bem_5bb_elicit_0.wav	umukashana naikalako pakamupando nasendama nokusendama	bem
5_1207_4_51_01_211102-104952_bem_e3a_elicit_2.wav	Imbwa ilemoneka kwati baliiputula umucila pantu umucila ulemoneka uwipi saana.	bem
12_6743_1_122_02_211104-082537_bem_ce8_elicit_0.wav	Uyu mwaume kuli efyo akwete muminwe	bem
9_5887_2_91_01_211030-111403_bem_901_elicit_1.wav	Nakalya aba balumendo bakwete na imishishi she langi imo ine, kabili nokupalana nabapalana. Nakalimo nibamunyinane.	bem
4_4601_0_41_01_211029-143946_bem_5a5_elicit_0.wav	Umwaice umwaume nafwala ifyampepo ifya tikama sana ilyo ali kukamana	bem
4_4544_0_41_01_211028-132057_bem_5a5_elicit_0.wav	Umwaice umwaume naba mubika pamuulu pacimuti babasa icitali	bem
18_11978_1_182_02_211109-165835_bem_433_elicit_0.wav	Kuncende imbwa ili kulemoneka kwati niku ciswebebe,elyo kunuma kulemoneka icilibwe icikulu kwati cilupili.	bem
36_5575_1_362_02_211114-141505_bem_dbf_elicit_0.wav	Kumbali ya mulumendo alebelenga ipepala pacibumba pali lamya iya fita	bem
11_6333_3_112_02_211101-222308_bem_574_elicit_1.wav	Uyu mwanakashi nafwala icampepo cafiitulukila elyo netangasa lyajinisi kabili nafwala namakulafushi yakucingilila iminwe yakwe kukutalala	bem
5_4825_3_52_02_220125-070656_bem_574_elicit_1.wav	cine, naikwata no mushipi uwafita mumukoshi waiko	bem
9_5872_0_91_01_211030-101512_bem_901_elicit_0.wav	Abalumendo abacaice bali panse pancende imo.	bem
29_3780_0_291_01_211114-010104_bem_433_elicit_0.wav	shikulu bantu umo naiminina pambali yamusebo alelisha umutolilo.	bem
16_6274_1_162_02_220108-182121_bem_9fd_elicit_0.wav	Bushe apa ali nipa ng'anda nangu niku farm  ali?	bem
14_7236_0_141_01_211112-144550_bem_f08_elicit_0.wav	Umwana umwaume ali kuncende ukusangwa ifya kwangasha nokwangalilamo nabambi abanu kunuma yakwe.	bem
6_1488_4_61_01_211027-160001_bem_53e_elicit_2.wav	Elyo muntu balelwila bwalimucingilila nentambo isha kashika  bapisha shitatu shitatu.	bem
18_6916_2_181_01_220117-131405_bem_524_elicit_1.wav	Shitaata unu emanine afwele akashati akatubokoshi elyo nakasote.	bem
2_4248_2_21_01_211102-131618_bem_2a5_elicit_1.wav	Kuli umulumendo utafwele icakufwala cakumulu, afwelefye itoloshi, pali nefyo alenwa.	bem
26_3044_0_261_01_211109-093944_bem_dcc_elicit_0.wav	Imbwa shibili nashikatana shilecena kuncende iyabuuta.	bem
35_5303_1_352_02_220114-161512_bem_f12_elicit_0.wav	Uyu umo namayo alepoka umwana kuli shitata.	bem
4_913_1_42_02_211026-001042_bem_5a5_elicit_0.wav	Iyi imbwa ikwte aka vesti ka mutuntula ilemonaka kwati yalebutukisha eco ilemonekela kwati ili pamwela	bem
33_10457_0_331_01_220128-140823_bem_b40_elicit_0.wav	Abaume na banakashi abalekanalekana bali mumusebo uukalamba uwapangwa ne njelwa lshaocewa lshinono ishikwete ilangi lya kashika no twabuta mumbali	bem
4_4642_4_41_01_211031-004447_bem_5a5_elicit_2.wav	Apa pameenshi imbwa nefyoni filipo, mumbali mumbali yakamana mulemoneka.	bem
10_6091_3_102_02_211101-223742_bem_ddd_elicit_1.wav	Ine ndemonako na umwaume umwaice aleyensha icingilingili	bem
30_9771_4_301_01_220120-173749_bem_eb0_elicit_2.wav	Uyu mwaume alemoneka kwati ali pancito yakwe alebomba no kubomba  uku ninshi naposako sana amano yakwe yonse	bem
1_3802_0_11_01_211105-210009_bem_cee_elicit_0.wav	Umwaume ali mukabwato akanoono.	bem
6_1259_3_62_02_211026-084159_bem_976_elicit_1.wav	Bushe kuti watila imbwa ilefwaya ifyakulya nangula ileyangalafye	bem
20_1655_3_202_02_211113-085340_bem_654_elicit_1.wav	elyo nabasha na imitoto panse mumifwalile yabo	bem
10_2476_2_101_01_211031-003939_bem_ddd_elicit_1.wav	fyakulishishako inyimbo shaku ma tempele	bem
8_5621_3_82_02_211105-052637_bem_901_elicit_1.wav	Kulemoneka ifikuulwa kunuma yakwe	bem
4_4536_3_42_02_211030-135626_bem_5a5_elicit_1.wav	Elo ishi shine imbwa nashikwata amoolu ayatali saana	bem
12279_3_02_211024-154137_bem_dcc_elicit_1.wav	Kunuma kulemoneka impili nashimbi ishitali elyo panshi yampili palipita akamukonko kamenshi akanoono kabili akatali	bem
20_7334_2_201_01_220116-194007_bem_62a_elicit_1.wav	nafwala nakakisa akabuta kuminwe	bem
17_6498_0_171_01_220111-122103_bem_9fd_elicit_0.wav	Banamayo nabashi tata nabeminina mucikulwa.	bem
30_4182_3_302_02_211110-001349_bem_dbf_elicit_1.wav	Eya mune, elo umwana naumfwa bwino ukushelela elyo nabamufwika nefyampepo ifingi.	bem
614_0_01_211005-111648_bem_dcc_elicit_0.wav	Abalumendo batatu nabaya mukwangala kululamba lwamumana.	bem
6_1253_4_61_01_211024-061504_bem_53e_elicit_2.wav	Kwena kuti cabela umo mwine pantu shilemoneka imbuto  yambwa imo ine elyo ishipi namubutali.	bem
26_8820_0_261_01_211112-010622_bem_8f1_elicit_0.wav	Namayo naiminina mubantu umuli abapusana pusana.	bem
1_176_1_12_02_211027-131844_bem_d90_elicit_0.wav	Bonse baloleshe kumokwine.  Bushe nifinshi filecitika?	bem
26_8869_4_261_01_211112-025556_bem_8f1_elicit_2.wav	Ifi abantu bamonekele limbi apaku pelesha ulubilo palifye apepi.	bem
2_312_4_21_01_211024-205115_bem_cee_elicit_2.wav	Bonse nabakaka imishishi, umo mufiputulwa fibili umbi na ica kubwesha imishishi kunuma.	bem
15_7308_4_151_01_211026-150353_bem_9ff_elicit_2.wav	Nakalimo ileefwaya ukusendama pa muulu wacipepala.	bem
38_6076_2_381_01_211112-224624_bem_ba5_elicit_1.wav	Kuti baba ni balya abaleipangafye pakuti bengakopwa ifikope.	bem
14_7215_4_141_01_211112-124807_bem_f08_elicit_2.wav	Abati balamuma saana ifibaka namakofi ubushiku lyonse ngababwela ukufuma kuncito ngabasangafe nasendama,pantu bafwaya basanga alelolesha nokulonda imbwa yabo,kanshi elubilo nomba ulu atonkwele ukubutukila mumpili ukuti afisame.	bem
15_7404_1_152_02_211030-162247_bem_8cc_elicit_0.wav	muli imipando elyo na insalu panshi	bem
20_7205_4_201_01_220115-213601_bem_62a_elicit_2.wav	iciine wasosa Bambi twalelila nokucila ifi uyu umwana ali	bem
26_3015_4_261_01_211108-203510_bem_dcc_elicit_2.wav	Enditaye nokulambafye ala calilaba saana.	bem
1_97_3_12_02_211026-170907_bem_d90_elicit_1.wav	bushe umwaume umukalamba naishiba ukutila abana bakemukonka	bem
15_3638_0_151_01_211026-161222_bem_8cc_elicit_0.wav	Umwaice alenina paka kwangalilapo.	bem
38_6127_2_381_01_211112-234136_bem_ba5_elicit_1.wav	Aba abantu balicenjela sana mukulangisha ifintu ifyalekana lekana ifyo bengacita nencinga.	bem
6_5201_4_61_01_211029-080135_bem_976_elicit_2.wav	kuntanshi yafimuti kulemoneka nakalimo balikulako ing'anda elyo pantanshi yamusebo balibikapo icipampa ica katapakatapa.	bem
12_6605_1_122_02_211103-102253_bem_ce8_elicit_0.wav	ileangalila panse	bem
32_10362_2_321_01_220123-132047_bem_b8a_elicit_1.wav	aba baume nabanakashi abafwele utuputuka na mashati yamaboko ayepi Bali muli nakatanga wa lubilo	bem
16_6378_3_162_02_220109-220320_bem_9fd_elicit_1.wav	Cipalile kwati aletungululapo ubwangalo bumo?	bem
743_4_01_211011-164633_bem_6b0_elicit_2.wav	Limbi pali cimo icibabile ico alefwenya kumatobo uyu nakulu.	bem
29_3863_3_292_02_211114-193638_bem_a9e_elicit_1.wav	Abantu bakwelele muli icicine cikwepe balesekesha elyo bambi balesekelela, elyo bambi balepunda kumwenso.	bem
18_8086_3_182_02_211109-112312_bem_433_elicit_1.wav	Awe kwena kalisalapuka,kaleimya notumolu kwati kaleshana.	bem
